ma_uc,stt,ma_phan_he,phan_he,ten_uc,actor_chinh,actor_phu,bi_danh,bmt,so_trans,do_phuc_tap,la_tu_dong,pham_vi,trang_thai,nhom_excel,ghi_chu
UC-0116,116,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tiếp nhận và kiểm tra file dữ liệu có cấu trúc xác định theo định dạng json qua kênh H2H - DKQ Tệp thông tin kết quả tự phân loại nợ,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0117,117,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tiếp nhận và kiểm tra file dữ liệu có cấu trúc xác định theo định dạng json qua kênh H2H - D36 Thông tin trích lập dự phòng rủi ro cuối quý,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0118,118,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D10 thông tin định danh khách hàng vay phát sinh,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0119,119,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D11 thông tin định danh khách hàng vay cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0120,120,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D12 thông tin về người có liên quan của khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0121,121,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D20 thông tin tài chính khách hàng vay doanh nghiệp,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0122,122,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D31 thông tin quan hệ tín dụng rút gọn,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0123,123,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D32 thông tin quan hệ tín dụng cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0124,124,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D33 thông tin thẻ tín dụng rút gọn,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0125,125,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D34 thông tin thẻ tín dụng cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0126,126,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D35 thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0127,127,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D40 thông tin về biện pháp bảo đảm cấp tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0128,128,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D50 thông tin mua và ủy thác mua trái phiếu doanh nghiệp (không bao gồm TCTD),Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0129,129,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D60 thông tin hoạt động xử lý nợ xấu nội bảng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0130,130,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng json - D70 thông tin dư nợ tại VAMC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0131,131,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng Excel - Q11 Tệp thông tin định danh khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0132,132,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng Excel - Q12 Thông tin về người có liên quan của khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0133,133,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra tên tệp có cấu trúc xác định theo định dạng Excel - Q32 Thông tin về quan hệ tín dụng (không bao gồm thông tin về thẻ tín dụng, mua và ủy thác mua trái phiếu doanh nghiệp)",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0134,134,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng Excel - Q40 Thông tin về biện pháp bảo đảm cấp tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0135,135,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng Json - DKQ Tệp thông tin kết quả tự phân loại nợ,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0136,136,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp có cấu trúc xác định theo định dạng Json - D36 Thông tin trích lập dự phòng rủi ro cuối quý,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0137,137,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D10 thông tin định danh khách hàng vay phát sinh,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0138,138,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D11 thông tin định danh khách hàng vay cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0139,139,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D12 thông tin về người có liên quan của khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0140,140,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D20 thông tin tài chính khách hàng vay doanh nghiệp,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0141,141,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D31 thông tin quan hệ tín dụng rút gọn,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0142,142,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D32 thông tin quan hệ tín dụng cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0143,143,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D33 thông tin thẻ tín dụng rút gọn,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0144,144,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D34 thông tin thẻ tín dụng cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0145,145,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D35 thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0146,146,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D40 thông tin về biện pháp bảo đảm cấp tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0147,147,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D50 thông tin mua và ủy thác mua trái phiếu doanh nghiệp (không bao gồm TCTD),Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0148,148,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D60 thông tin hoạt động xử lý nợ xấu nội bảng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0149,149,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng json - D70 thông tin dư nợ tại VAMC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0150,150,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng Excel - Q11 Tệp thông tin định danh khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0151,151,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng Excel - Q12 Thông tin về người có liên quan của khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0152,152,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng Excel - Q32 Thông tin về quan hệ tín dụng (không bao gồm thông tin về thẻ tín dụng, mua và ủy thác mua trái phiếu doanh nghiệp)",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0153,153,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng Excel - Q40 Thông tin về biện pháp bảo đảm cấp tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0154,154,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng DKQ Tệp thông tin kết quả phân loại nợ,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0155,155,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm soát trình tự xử lý theo ngày báo cáo của tệp có cấu trúc xác định theo định dạng D36 - Thông tin trích lập dự phòng rủi ro cuối quý,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0156,156,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Xác nhận tiếp nhận tệp báo cáo cho tệp có cấu trúc xác định,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0157,157,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối tiếp nhận tệp báo cáo cho tệp có cấu trúc xác định,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0158,158,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Giải nén file zip, Tiếp nhận tệp báo cáo có cấu trúc xác định",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0159,159,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Từ chối tiếp nhận cho đơn vị qua Web CIC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0160,160,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Từ chối tiếp nhận cho đơn vị qua API,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0161,161,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Từ chối tiếp nhận cho đơn vị qua kênh H2H,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0162,162,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Đã tiếp nhận cho đơn vị qua Web CIC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0163,163,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Đã tiếp nhận cho đơn vị qua API,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0164,164,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Đã tiếp nhận cho đơn vị qua kênh H2H,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0165,165,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông báo đã gửi cho đơn vị gửi báo cáo,ĐVGBC/CB-TTXLDL/QTHT (Gọi chung là người dùng),,,B,3,Đơn giản,,,,,
UC-0166,166,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu tình trạng tiếp nhận tệp báo cáo mà đơn vị đã gửi,ĐVGBC/CB-TTXLDL/QTHT (Gọi chung là người dùng),,,B,3,Đơn giản,,,,,
UC-0167,167,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Thiết lập thời hạn/mốc thời gian gửi tệp dữ liệu,"CB-TTXLDL, QTHT, ĐVGBC (gọi chung là người dùng)",,,B,3,Đơn giản,,,,,
UC-0168,168,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin thời hạn/mốc thời gian gửi tệp dữ liệu,ĐVGBC,,,B,3,Đơn giản,,,,,
UC-0169,169,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tạo tệp báo cáo điều chỉnh thông tin - File E Điều chỉnh theo chỉ tiêu dữ liệu khách hàng,ĐVGBC,,,B,3,Đơn giản,,,,,
UC-0170,170,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu tệp điều chỉnh,ĐVGBC,,,B,3,Đơn giản,,,,,
UC-0171,171,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi tệp điều chỉnh có cấu trúc xác định qua Web CIC,ĐVGBC,,,B,2,Đơn giản,,,,,
UC-0172,172,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tiếp nhận tệp điều chỉnh có cấu trúc xác định qua API,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0173,173,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tiếp nhận tệp điều chỉnh có cấu trúc xác định qua kênh H2H,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0174,174,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C10 thông tin định danh khách hàng vay phát sinh,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0175,175,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C11 thông tin định danh khách hàng vay cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0176,176,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C12 thông tin về người có liên quan của khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0177,177,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C20 thông tin tài chính khách hàng vay doanh nghiệp,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0178,178,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C31 thông tin quan hệ tín dụng rút gọn,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0179,179,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C32 thông tin quan hệ tín dụng cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0180,180,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C33 thông tin thẻ tín dụng rút gọn,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0181,181,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C34 thông tin thẻ tín dụng cuối tháng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0182,182,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C35 thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0183,183,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C40 thông tin về biện pháp bảo đảm cấp tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0184,184,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C50 thông tin mua và ủy thác mua trái phiếu doanh nghiệp (không bao gồm TCTD),Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0185,185,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C60 thông tin hoạt động xử lý nợ xấu nội bảng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0186,186,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - C70 thông tin dư nợ tại VAMC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0187,187,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp điều chỉnh có cấu trúc xác định - E Điều chỉnh dữ liệu khách hàng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0188,188,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra loại tệp điều chỉnh có cấu trúc xác định,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0189,189,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D10 thông tin định danh khách hàng vay phát sinh,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0190,190,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D11 thông tin định danh khách hàng vay cuối tháng,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0191,191,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D12 thông tin về người có liên quan của khách hàng vay,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0192,192,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D20 thông tin tài chính khách hàng vay doanh nghiệp,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0193,193,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D31 thông tin quan hệ tín dụng rút gọn,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0194,194,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D32 thông tin quan hệ tín dụng cuối tháng,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0195,195,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D33 thông tin thẻ tín dụng rút gọn,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0196,196,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D34 thông tin thẻ tín dụng cuối tháng,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0197,197,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D35 thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",Hệ thống,,,B,4,Trung bình,1,,,,
UC-0198,198,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D40 thông tin về biện pháp bảo đảm cấp tín dụng,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0199,199,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D50 thông tin mua và ủy thác mua trái phiếu doanh nghiệp (không bao gồm TCTD),Hệ thống,,,B,4,Trung bình,1,,,,
UC-0200,200,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D60 thông tin hoạt động xử lý nợ xấu nội bảng,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0201,201,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tình trạng tiếp nhận của tệp báo cáo - D70 thông tin dư nợ tại VAMC,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0202,202,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Giải nén file zip, Tiếp nhận tệp báo cáo điều chỉnh có cấu trúc xác định",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0203,203,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Từ chối tiếp nhận file điều chỉnh cho đơn vị qua Web CIC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0204,204,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Từ chối tiếp nhận file điều chỉnh cho đơn vị qua API,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0205,205,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Từ chối tiếp nhận file điều chỉnh cho đơn vị qua kênh H2H,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0206,206,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Đã tiếp nhận file điều chỉnh cho đơn vị qua Web CIC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0207,207,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Đã tiếp nhận file điều chỉnh cho đơn vị qua API,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0208,208,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi thông báo Đã tiếp nhận file điều chỉnh cho đơn vị qua kênh H2H,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0209,209,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông báo từ chối/tiếp nhận file điều chỉnh đã gửi cho đơn vị gửi báo cáo.,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-0210,210,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu tình trạng tiếp nhận tệp file điều chỉnh báo cáo mà đơn vị đã gửi,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,1,Đơn giản,,,,,
UC-0211,211,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi tệp dữ liệu có cấu trúc chưa xác định qua Web CIC,ĐVGBC,,,B,2,Đơn giản,,,,,
UC-0212,212,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tiếp nhận tệp dữ liệu có cấu trúc chưa xác định qua API,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0213,213,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tiếp nhận tệp dữ liệu có cấu trúc chưa xác định qua kênh H2H,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0214,214,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra tên tệp dữ liệu có cấu trúc chưa xác định,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0215,215,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hệ thống tự động Phân loại nghiệp vụ theo tên tệp báo cáo có cấu trúc chưa xác định,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0216,216,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Quản lý phân loại nghiệp vụ cho tệp báo cáo có cấu trúc chưa xác định,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0217,217,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu phân loại nghiệp vụ cho tệp báo cáo có cấu trúc chưa xác định,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0218,218,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hệ thống tự động Chuyển đổi dữ liệu theo các quy tắc chuyển đổi đã được quy định tương ứng với từng loại nghiệp vụ.,Hệ thống,,,B,5,Trung bình,1,,,,
UC-0219,219,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Chuyển đổi nội dung tệp về đúng cấu trúc quy định đã được thiết lập,Hệ thống,,,B,5,Trung bình,1,,,,
UC-0220,220,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Thiết lập quy tắc chuyển đổi với loại dữ liệu chưa xác định cấu trúc -,CB-TTXLDL/QTHT (gọi chung là người dùng),,,B,3,Đơn giản,,,,,
